0.6 690683 0.550374 1.91291 0.64 770.551
0.6 702936 0.577687 1.99036 0.66 770.489
0.6 716304 0.604535 2.05812 0.68 770.541
0.6 727860 0.634408 2.13157 0.7 770.531
0.6 741974 0.663159 2.21305 0.72 770.572
0.6 755458 0.697466 2.2894 0.74 770.507
0.6 770721 0.724929 2.36936 0.76 770.487
0.6 786046 0.763539 2.46571 0.78 770.498
0.6 800767 0.794987 2.53685 0.8 770.539
0.6 816429 0.83274 2.61882 0.82 770.507
0.6 834967 0.873641 2.71603 0.84 770.501
0.6 852294 0.909408 2.80704 0.86 770.512
0.6 869979 0.95013 2.90092 0.88 770.549
0.6 889393 0.997498 3.01091 0.9 770.489
0.6 909579 1.03892 3.09128 0.92 770.518
0.6 930452 1.08641 3.21199 0.94 770.513
0.6 952574 1.13796 3.32622 0.96 770.492
0.6 975835 1.18806 3.41751 0.98 770.514
0.6 1000000 1.24474 3.54104 1 770.55
0.66 447016 0.0112859 0.32097 0.02 770.567
0.66 453148 0.0232639 0.363173 0.04 770.581
0.66 459376 0.0343814 0.397947 0.06 770.557
0.66 464035 0.0466452 0.440726 0.08 770.558
0.66 468934 0.0587652 0.479727 0.1 770.57
0.66 474437 0.0719758 0.522032 0.12 770.577
0.66 479848 0.0847081 0.569791 0.14 770.545
0.66 486235 0.0982879 0.607222 0.16 770.625
0.66 492995 0.111918 0.652513 0.18 770.571
0.66 498015 0.12539 0.698995 0.2 770.537
0.66 505625 0.140345 0.74594 0.22 770.578
0.66 511412 0.154685 0.794417 0.24 770.59
0.66 518514 0.169089 0.83606 0.26 770.555
0.66 524767 0.185362 0.889563 0.28 770.567
0.66 530825 0.201419 0.935409 0.3 770.531
0.66 538382 0.218282 0.993929 0.32 770.556
0.66 546982 0.234893 1.04048 0.34 770.546
0.66 554435 0.250249 1.08332 0.36 770.556
0.66 561188 0.269209 1.14687 0.38 770.583
0.66 570077 0.285325 1.19166 0.4 770.556
0.66 578079 0.305514 1.25215 0.42 770.547
0.66 586963 0.3249 1.3068 0.44 770.51
0.66 594751 0.345859 1.37097 0.46 770.571
0.66 604726 0.364896 1.41984 0.48 770.591
0.66 613656 0.386867 1.47401 0.5 770.557
0.66 624073 0.407646 1.54537 0.52 770.571
0.66 633500 0.430463 1.60598 0.54 770.566
0.66 644133 0.453439 1.65594 0.56 770.539
0.66 654739 0.478737 1.73873 0.58 770.579
0.66 665679 0.502427 1.79998 0.6 770.526
0.66 676291 0.526284 1.86375 0.62 770.508
0.66 688301 0.553906 1.93784 0.64 770.549
0.66 701006 0.583092 2.01778 0.66 770.578
0.66 713063 0.61189 2.09981 0.68 770.539
0.66 725708 0.637649 2.14988 0.7 770.57
0.66 739372 0.668241 2.23309 0.72 770.555
0.66 753334 0.700213 2.3073 0.74 770.531
0.66 767623 0.732043 2.39463 0.76 770.596
0.66 783885 0.768927 2.47767 0.78 770.572
0.66 798198 0.802683 2.55207 0.8 770.57
0.66 815342 0.840447 2.66008 0.82 770.577
0.66 833089 0.878587 2.74074 0.84 770.549
0.66 850579 0.917568 2.83833 0.86 770.56
0.66 868656 0.962345 2.92707 0.88 770.546
0.66 887902 1.00951 3.03395 0.9 770.535
0.66 908214 1.0527 3.13385 0.92 770.514
0.66 929767 1.09605 3.22809 0.94 770.585
0.66 952216 1.14981 3.33844 0.96 770.609
0.66 975330 1.20196 3.4409 0.98 770.559
0.66 1000000 1.2569 3.57352 1 770.568
0.72 445312 0.0112079 0.344145 0.02 770.646
0.72 450193 0.0225303 0.381222 0.04 770.58
0.72 455171 0.0346903 0.422597 0.06 770.596
0.72 460987 0.0472681 0.464151 0.08 770.564
0.72 465492 0.0590536 0.502808 0.1 770.599
0.72 471422 0.0722177 0.547425 0.12 770.587
